id,script_id,language,label,scenario,wake_variant,text,normalized_text,template_id,split_group,split,source_id,source_license
v4s_en_53f03e11ac8f060b,v4s_en_53f03e11ac8f060b,en,negative,ordinary_negative,,"Earlier, I think it is raining.",earlier i think it is raining,v4s_en_53f03e11ac8f060b,v4s_en_53f03e11ac8f060b,train,okja_original_scripts,project-owned original text
v4s_en_9270c4a612ae972c,v4s_en_9270c4a612ae972c,en,negative,ordinary_negative,,"After dinner, I think it is raining.",after dinner i think it is raining,v4s_en_9270c4a612ae972c,v4s_en_9270c4a612ae972c,train,okja_original_scripts,project-owned original text
v4s_en_6032bc1cad00dcec,v4s_en_6032bc1cad00dcec,en,negative,ordinary_negative,,"Before we leave, what was that person's name?",before we leave what was that person s name,v4s_en_6032bc1cad00dcec,v4s_en_6032bc1cad00dcec,validation,okja_original_scripts,project-owned original text
v4s_en_43eedebbc9e9b8b3,v4s_en_43eedebbc9e9b8b3,en,negative,ordinary_negative,,"When I get home, I think it is raining.",when i get home i think it is raining,v4s_en_43eedebbc9e9b8b3,v4s_en_43eedebbc9e9b8b3,train,okja_original_scripts,project-owned original text
v4s_en_1ee0125b45802b5f,v4s_en_1ee0125b45802b5f,en,negative,ordinary_negative,,"After dinner, I put it in the refrigerator.",after dinner i put it in the refrigerator,v4s_en_1ee0125b45802b5f,v4s_en_1ee0125b45802b5f,train,okja_original_scripts,project-owned original text
v4s_en_e8153a1ef17e395c,v4s_en_e8153a1ef17e395c,en,negative,ordinary_negative,,"Earlier, what time are we leaving?",earlier what time are we leaving,v4s_en_e8153a1ef17e395c,v4s_en_e8153a1ef17e395c,validation,okja_original_scripts,project-owned original text
v4s_en_081cc0b00a55a26c,v4s_en_081cc0b00a55a26c,en,negative,ordinary_negative,,"Right now, do you want some coffee?",right now do you want some coffee,v4s_en_081cc0b00a55a26c,v4s_en_081cc0b00a55a26c,train,okja_original_scripts,project-owned original text
v4s_en_387ec4623d6a8a4c,v4s_en_387ec4623d6a8a4c,en,negative,ordinary_negative,,"Right now, the TV is too loud.",right now the tv is too loud,v4s_en_387ec4623d6a8a4c,v4s_en_387ec4623d6a8a4c,train,okja_original_scripts,project-owned original text
v4s_en_33a4dcdb76b8b64c,v4s_en_33a4dcdb76b8b64c,en,negative,ordinary_negative,,"This weekend, what was that person's name?",this weekend what was that person s name,v4s_en_33a4dcdb76b8b64c,v4s_en_33a4dcdb76b8b64c,train,okja_original_scripts,project-owned original text
v4s_en_cd98e13681ecf3d4,v4s_en_cd98e13681ecf3d4,en,negative,ordinary_negative,,"Tomorrow, wait a second.",tomorrow wait a second,v4s_en_cd98e13681ecf3d4,v4s_en_cd98e13681ecf3d4,train,okja_original_scripts,project-owned original text
v4s_en_4d1ed7dc1a5f1260,v4s_en_4d1ed7dc1a5f1260,en,negative,ordinary_negative,,"Right now, what was that person's name?",right now what was that person s name,v4s_en_4d1ed7dc1a5f1260,v4s_en_4d1ed7dc1a5f1260,train,okja_original_scripts,project-owned original text
v4s_en_af0647149aae88ef,v4s_en_af0647149aae88ef,en,negative,ordinary_negative,,"Today, wait a second.",today wait a second,v4s_en_af0647149aae88ef,v4s_en_af0647149aae88ef,train,okja_original_scripts,project-owned original text
v4s_en_53dec810f25c558e,v4s_en_53dec810f25c558e,en,negative,ordinary_negative,,"Earlier, do you want some coffee?",earlier do you want some coffee,v4s_en_53dec810f25c558e,v4s_en_53dec810f25c558e,train,okja_original_scripts,project-owned original text
v4s_en_4e3531c86aa408d8,v4s_en_4e3531c86aa408d8,en,negative,ordinary_negative,,"When I get home, please close the window.",when i get home please close the window,v4s_en_4e3531c86aa408d8,v4s_en_4e3531c86aa408d8,train,okja_original_scripts,project-owned original text
v4s_en_9bbe74d920572457,v4s_en_9bbe74d920572457,en,negative,ordinary_negative,,"After dinner, what was that person's name?",after dinner what was that person s name,v4s_en_9bbe74d920572457,v4s_en_9bbe74d920572457,train,okja_original_scripts,project-owned original text
v4s_en_80356098d0ac6b4c,v4s_en_80356098d0ac6b4c,en,negative,ordinary_negative,,"Tomorrow, where did you put the package?",tomorrow where did you put the package,v4s_en_80356098d0ac6b4c,v4s_en_80356098d0ac6b4c,validation,okja_original_scripts,project-owned original text
v4s_en_a8e1a6a61de07c8e,v4s_en_a8e1a6a61de07c8e,en,negative,ordinary_negative,,"Today, what should we eat?",today what should we eat,v4s_en_a8e1a6a61de07c8e,v4s_en_a8e1a6a61de07c8e,validation,okja_original_scripts,project-owned original text
v4s_en_65003798842f52a2,v4s_en_65003798842f52a2,en,negative,ordinary_negative,,"Before we leave, please close the window.",before we leave please close the window,v4s_en_65003798842f52a2,v4s_en_65003798842f52a2,train,okja_original_scripts,project-owned original text
v4s_en_e178d6e965f8e1f6,v4s_en_e178d6e965f8e1f6,en,negative,ordinary_negative,,"After dinner, please close the window.",after dinner please close the window,v4s_en_e178d6e965f8e1f6,v4s_en_e178d6e965f8e1f6,train,okja_original_scripts,project-owned original text
v4s_en_714a91d687582243,v4s_en_714a91d687582243,en,negative,ordinary_negative,,"Before we leave, I want to stay home today.",before we leave i want to stay home today,v4s_en_714a91d687582243,v4s_en_714a91d687582243,train,okja_original_scripts,project-owned original text
v4s_en_a18105bfe90bd316,v4s_en_a18105bfe90bd316,en,negative,ordinary_negative,,"After the call, what should we eat?",after the call what should we eat,v4s_en_a18105bfe90bd316,v4s_en_a18105bfe90bd316,train,okja_original_scripts,project-owned original text
v4s_en_fb9c1c3416a2a719,v4s_en_fb9c1c3416a2a719,en,negative,ordinary_negative,,"Right now, please close the window.",right now please close the window,v4s_en_fb9c1c3416a2a719,v4s_en_fb9c1c3416a2a719,train,okja_original_scripts,project-owned original text
v4s_en_e95f4d7906aea2eb,v4s_en_e95f4d7906aea2eb,en,negative,ordinary_negative,,"Before we leave, I put it in the refrigerator.",before we leave i put it in the refrigerator,v4s_en_e95f4d7906aea2eb,v4s_en_e95f4d7906aea2eb,train,okja_original_scripts,project-owned original text
v4s_en_35eef20423f96398,v4s_en_35eef20423f96398,en,negative,ordinary_negative,,"Tomorrow, do you want some coffee?",tomorrow do you want some coffee,v4s_en_35eef20423f96398,v4s_en_35eef20423f96398,train,okja_original_scripts,project-owned original text
v4s_en_1fb0744859e42f14,v4s_en_1fb0744859e42f14,en,negative,ordinary_negative,,"When I get home, the TV is too loud.",when i get home the tv is too loud,v4s_en_1fb0744859e42f14,v4s_en_1fb0744859e42f14,train,okja_original_scripts,project-owned original text
v4s_en_cf4051377949f5e2,v4s_en_cf4051377949f5e2,en,negative,ordinary_negative,,"While the TV is on, let's talk about it later.",while the tv is on let s talk about it later,v4s_en_cf4051377949f5e2,v4s_en_cf4051377949f5e2,train,okja_original_scripts,project-owned original text
v4s_en_2b5e050d945aa45d,v4s_en_2b5e050d945aa45d,en,negative,ordinary_negative,,"Right now, I put it in the refrigerator.",right now i put it in the refrigerator,v4s_en_2b5e050d945aa45d,v4s_en_2b5e050d945aa45d,train,okja_original_scripts,project-owned original text
v4s_en_755f1fb05dfa6e97,v4s_en_755f1fb05dfa6e97,en,negative,ordinary_negative,,"When I get home, what was that person's name?",when i get home what was that person s name,v4s_en_755f1fb05dfa6e97,v4s_en_755f1fb05dfa6e97,validation,okja_original_scripts,project-owned original text
v4s_en_ab3e69e8556b4ecb,v4s_en_ab3e69e8556b4ecb,en,negative,ordinary_negative,,"Before we leave, what should we eat?",before we leave what should we eat,v4s_en_ab3e69e8556b4ecb,v4s_en_ab3e69e8556b4ecb,train,okja_original_scripts,project-owned original text
v4s_en_fbeea678344e6791,v4s_en_fbeea678344e6791,en,negative,ordinary_negative,,"While the TV is on, the TV is too loud.",while the tv is on the tv is too loud,v4s_en_fbeea678344e6791,v4s_en_fbeea678344e6791,train,okja_original_scripts,project-owned original text
v4s_en_c89ccd10df2e7672,v4s_en_c89ccd10df2e7672,en,negative,ordinary_negative,,"Earlier, what was that person's name?",earlier what was that person s name,v4s_en_c89ccd10df2e7672,v4s_en_c89ccd10df2e7672,train,okja_original_scripts,project-owned original text
v4s_en_feb0a013584f7e03,v4s_en_feb0a013584f7e03,en,negative,ordinary_negative,,"When I get home, wait a second.",when i get home wait a second,v4s_en_feb0a013584f7e03,v4s_en_feb0a013584f7e03,train,okja_original_scripts,project-owned original text
v4s_en_79fac78cbd3bb81a,v4s_en_79fac78cbd3bb81a,en,negative,ordinary_negative,,"Tomorrow, I put it in the refrigerator.",tomorrow i put it in the refrigerator,v4s_en_79fac78cbd3bb81a,v4s_en_79fac78cbd3bb81a,train,okja_original_scripts,project-owned original text
v4s_en_ef585f4f45b376c4,v4s_en_ef585f4f45b376c4,en,negative,ordinary_negative,,"When I get home, I put it in the refrigerator.",when i get home i put it in the refrigerator,v4s_en_ef585f4f45b376c4,v4s_en_ef585f4f45b376c4,train,okja_original_scripts,project-owned original text
v4s_en_dd4eec88b05c2323,v4s_en_dd4eec88b05c2323,en,negative,ordinary_negative,,"Before we leave, what time are we leaving?",before we leave what time are we leaving,v4s_en_dd4eec88b05c2323,v4s_en_dd4eec88b05c2323,train,okja_original_scripts,project-owned original text
v4s_en_d50c200a9f715456,v4s_en_d50c200a9f715456,en,negative,ordinary_negative,,"After the call, do you want some coffee?",after the call do you want some coffee,v4s_en_d50c200a9f715456,v4s_en_d50c200a9f715456,validation,okja_original_scripts,project-owned original text
v4s_en_5127a80b8259ff95,v4s_en_5127a80b8259ff95,en,negative,ordinary_negative,,"After the call, wait a second.",after the call wait a second,v4s_en_5127a80b8259ff95,v4s_en_5127a80b8259ff95,train,okja_original_scripts,project-owned original text
v4s_en_902749cbf7cb8837,v4s_en_902749cbf7cb8837,en,negative,ordinary_negative,,"This weekend, wait a second.",this weekend wait a second,v4s_en_902749cbf7cb8837,v4s_en_902749cbf7cb8837,train,okja_original_scripts,project-owned original text
v4s_en_3fb3c9ad99defe74,v4s_en_3fb3c9ad99defe74,en,negative,ordinary_negative,,"After the call, I want to stay home today.",after the call i want to stay home today,v4s_en_3fb3c9ad99defe74,v4s_en_3fb3c9ad99defe74,train,okja_original_scripts,project-owned original text
v4s_en_d0f6e52444c2b6a4,v4s_en_d0f6e52444c2b6a4,en,negative,ordinary_negative,,"Today, what was that person's name?",today what was that person s name,v4s_en_d0f6e52444c2b6a4,v4s_en_d0f6e52444c2b6a4,train,okja_original_scripts,project-owned original text
v4s_en_fee1a0da48b2fd15,v4s_en_fee1a0da48b2fd15,en,negative,ordinary_negative,,"This weekend, the TV is too loud.",this weekend the tv is too loud,v4s_en_fee1a0da48b2fd15,v4s_en_fee1a0da48b2fd15,train,okja_original_scripts,project-owned original text
v4s_en_242a739516b5ed71,v4s_en_242a739516b5ed71,en,negative,ordinary_negative,,"While the TV is on, I want to stay home today.",while the tv is on i want to stay home today,v4s_en_242a739516b5ed71,v4s_en_242a739516b5ed71,validation,okja_original_scripts,project-owned original text
v4s_en_94a83e0b9ebfd6e1,v4s_en_94a83e0b9ebfd6e1,en,negative,ordinary_negative,,"Today, let's talk about it later.",today let s talk about it later,v4s_en_94a83e0b9ebfd6e1,v4s_en_94a83e0b9ebfd6e1,train,okja_original_scripts,project-owned original text
v4s_en_67236b4f8fa0c72d,v4s_en_67236b4f8fa0c72d,en,negative,ordinary_negative,,"Today, do you want some coffee?",today do you want some coffee,v4s_en_67236b4f8fa0c72d,v4s_en_67236b4f8fa0c72d,train,okja_original_scripts,project-owned original text
v4s_en_14851a709ec1ea5b,v4s_en_14851a709ec1ea5b,en,negative,ordinary_negative,,"Before we leave, the TV is too loud.",before we leave the tv is too loud,v4s_en_14851a709ec1ea5b,v4s_en_14851a709ec1ea5b,train,okja_original_scripts,project-owned original text
v4s_en_cf271ff76b1d0ab8,v4s_en_cf271ff76b1d0ab8,en,negative,ordinary_negative,,"Tomorrow, what should we eat?",tomorrow what should we eat,v4s_en_cf271ff76b1d0ab8,v4s_en_cf271ff76b1d0ab8,train,okja_original_scripts,project-owned original text
v4s_en_083833fdd3d2da6d,v4s_en_083833fdd3d2da6d,en,negative,ordinary_negative,,"This weekend, what time are we leaving?",this weekend what time are we leaving,v4s_en_083833fdd3d2da6d,v4s_en_083833fdd3d2da6d,train,okja_original_scripts,project-owned original text
v4s_en_7aa5ea8afcf96350,v4s_en_7aa5ea8afcf96350,en,negative,ordinary_negative,,"After dinner, I want to stay home today.",after dinner i want to stay home today,v4s_en_7aa5ea8afcf96350,v4s_en_7aa5ea8afcf96350,validation,okja_original_scripts,project-owned original text
v4s_en_a7c3ee32b8438d27,v4s_en_a7c3ee32b8438d27,en,negative,ordinary_negative,,"After the call, let's talk about it later.",after the call let s talk about it later,v4s_en_a7c3ee32b8438d27,v4s_en_a7c3ee32b8438d27,train,okja_original_scripts,project-owned original text
v4s_en_821d0754f66c4c9a,v4s_en_821d0754f66c4c9a,en,negative,ordinary_negative,,"While the TV is on, please close the window.",while the tv is on please close the window,v4s_en_821d0754f66c4c9a,v4s_en_821d0754f66c4c9a,train,okja_original_scripts,project-owned original text
v4s_en_7f07d2729010ee00,v4s_en_7f07d2729010ee00,en,negative,ordinary_negative,,"Today, I put it in the refrigerator.",today i put it in the refrigerator,v4s_en_7f07d2729010ee00,v4s_en_7f07d2729010ee00,train,okja_original_scripts,project-owned original text
v4s_en_a0a9da7963bc471a,v4s_en_a0a9da7963bc471a,en,negative,ordinary_negative,,"This weekend, I want to stay home today.",this weekend i want to stay home today,v4s_en_a0a9da7963bc471a,v4s_en_a0a9da7963bc471a,train,okja_original_scripts,project-owned original text
v4s_en_0bcd81ba8fe964e2,v4s_en_0bcd81ba8fe964e2,en,negative,ordinary_negative,,"This weekend, let's talk about it later.",this weekend let s talk about it later,v4s_en_0bcd81ba8fe964e2,v4s_en_0bcd81ba8fe964e2,train,okja_original_scripts,project-owned original text
v4s_en_2ede2f0a0b30c758,v4s_en_2ede2f0a0b30c758,en,negative,ordinary_negative,,"After dinner, what time are we leaving?",after dinner what time are we leaving,v4s_en_2ede2f0a0b30c758,v4s_en_2ede2f0a0b30c758,train,okja_original_scripts,project-owned original text
v4s_en_65709bc6f7552997,v4s_en_65709bc6f7552997,en,negative,ordinary_negative,,"Right now, wait a second.",right now wait a second,v4s_en_65709bc6f7552997,v4s_en_65709bc6f7552997,train,okja_original_scripts,project-owned original text
v4s_en_50ef9d56b9f91022,v4s_en_50ef9d56b9f91022,en,negative,ordinary_negative,,"Tomorrow, what was that person's name?",tomorrow what was that person s name,v4s_en_50ef9d56b9f91022,v4s_en_50ef9d56b9f91022,train,okja_original_scripts,project-owned original text
v4s_en_cef3546f8bb64b58,v4s_en_cef3546f8bb64b58,en,negative,ordinary_negative,,"Before we leave, I think it is raining.",before we leave i think it is raining,v4s_en_cef3546f8bb64b58,v4s_en_cef3546f8bb64b58,train,okja_original_scripts,project-owned original text
v4s_en_fabacf53f883a321,v4s_en_fabacf53f883a321,en,negative,ordinary_negative,,"Right now, what time are we leaving?",right now what time are we leaving,v4s_en_fabacf53f883a321,v4s_en_fabacf53f883a321,validation,okja_original_scripts,project-owned original text
v4s_en_9853e5d3c6b4fa7f,v4s_en_9853e5d3c6b4fa7f,en,negative,ordinary_negative,,"While the TV is on, what was that person's name?",while the tv is on what was that person s name,v4s_en_9853e5d3c6b4fa7f,v4s_en_9853e5d3c6b4fa7f,train,okja_original_scripts,project-owned original text
v4s_en_a37e6f7b6395cd00,v4s_en_a37e6f7b6395cd00,en,negative,ordinary_negative,,"Earlier, the TV is too loud.",earlier the tv is too loud,v4s_en_a37e6f7b6395cd00,v4s_en_a37e6f7b6395cd00,train,okja_original_scripts,project-owned original text
v4s_en_93b11a840c65e87e,v4s_en_93b11a840c65e87e,en,negative,ordinary_negative,,"When I get home, what should we eat?",when i get home what should we eat,v4s_en_93b11a840c65e87e,v4s_en_93b11a840c65e87e,validation,okja_original_scripts,project-owned original text
v4s_en_67bcac1cdaa46d1e,v4s_en_67bcac1cdaa46d1e,en,negative,ordinary_negative,,"Tomorrow, the TV is too loud.",tomorrow the tv is too loud,v4s_en_67bcac1cdaa46d1e,v4s_en_67bcac1cdaa46d1e,train,okja_original_scripts,project-owned original text
v4s_en_cf586a5b54be87f2,v4s_en_cf586a5b54be87f2,en,negative,ordinary_negative,,"While the TV is on, wait a second.",while the tv is on wait a second,v4s_en_cf586a5b54be87f2,v4s_en_cf586a5b54be87f2,train,okja_original_scripts,project-owned original text
v4s_en_ae5a1f80d0cafedc,v4s_en_ae5a1f80d0cafedc,en,negative,ordinary_negative,,"After dinner, the TV is too loud.",after dinner the tv is too loud,v4s_en_ae5a1f80d0cafedc,v4s_en_ae5a1f80d0cafedc,validation,okja_original_scripts,project-owned original text
v4s_en_639a8605456bd171,v4s_en_639a8605456bd171,en,negative,ordinary_negative,,"While the TV is on, what should we eat?",while the tv is on what should we eat,v4s_en_639a8605456bd171,v4s_en_639a8605456bd171,validation,okja_original_scripts,project-owned original text
v4s_en_7de826c56bbcbd7e,v4s_en_7de826c56bbcbd7e,en,negative,ordinary_negative,,"After the call, I think it is raining.",after the call i think it is raining,v4s_en_7de826c56bbcbd7e,v4s_en_7de826c56bbcbd7e,train,okja_original_scripts,project-owned original text
v4s_en_83827b509935cd5d,v4s_en_83827b509935cd5d,en,negative,ordinary_negative,,"Earlier, what should we eat?",earlier what should we eat,v4s_en_83827b509935cd5d,v4s_en_83827b509935cd5d,train,okja_original_scripts,project-owned original text
v4s_en_013b63f7f50fa934,v4s_en_013b63f7f50fa934,en,negative,ordinary_negative,,"When I get home, let's talk about it later.",when i get home let s talk about it later,v4s_en_013b63f7f50fa934,v4s_en_013b63f7f50fa934,train,okja_original_scripts,project-owned original text
v4s_en_879aadc9926c7de8,v4s_en_879aadc9926c7de8,en,negative,ordinary_negative,,"While the TV is on, do you want some coffee?",while the tv is on do you want some coffee,v4s_en_879aadc9926c7de8,v4s_en_879aadc9926c7de8,train,okja_original_scripts,project-owned original text
v4s_en_f600693ebac44022,v4s_en_f600693ebac44022,en,negative,ordinary_negative,,"Today, please close the window.",today please close the window,v4s_en_f600693ebac44022,v4s_en_f600693ebac44022,train,okja_original_scripts,project-owned original text
v4s_en_805295f84e247104,v4s_en_805295f84e247104,en,negative,ordinary_negative,,"Earlier, let's talk about it later.",earlier let s talk about it later,v4s_en_805295f84e247104,v4s_en_805295f84e247104,validation,okja_original_scripts,project-owned original text
v4s_en_4aacbfbf0dd436b5,v4s_en_4aacbfbf0dd436b5,en,negative,ordinary_negative,,"Before we leave, do you want some coffee?",before we leave do you want some coffee,v4s_en_4aacbfbf0dd436b5,v4s_en_4aacbfbf0dd436b5,train,okja_original_scripts,project-owned original text
v4s_en_a22f8c48e51908a3,v4s_en_a22f8c48e51908a3,en,negative,ordinary_negative,,"After the call, please close the window.",after the call please close the window,v4s_en_a22f8c48e51908a3,v4s_en_a22f8c48e51908a3,train,okja_original_scripts,project-owned original text
v4s_en_4c5933d2792e2b02,v4s_en_4c5933d2792e2b02,en,negative,ordinary_negative,,"This weekend, I think it is raining.",this weekend i think it is raining,v4s_en_4c5933d2792e2b02,v4s_en_4c5933d2792e2b02,validation,okja_original_scripts,project-owned original text
v4s_en_00804d80bdc4ed8c,v4s_en_00804d80bdc4ed8c,en,negative,ordinary_negative,,"After the call, I put it in the refrigerator.",after the call i put it in the refrigerator,v4s_en_00804d80bdc4ed8c,v4s_en_00804d80bdc4ed8c,train,okja_original_scripts,project-owned original text
v4s_en_24e2ff26fa0b8ab0,v4s_en_24e2ff26fa0b8ab0,en,negative,ordinary_negative,,"When I get home, what time are we leaving?",when i get home what time are we leaving,v4s_en_24e2ff26fa0b8ab0,v4s_en_24e2ff26fa0b8ab0,validation,okja_original_scripts,project-owned original text
v4s_en_0ef70a059f461549,v4s_en_0ef70a059f461549,en,negative,ordinary_negative,,"After dinner, where did you put the package?",after dinner where did you put the package,v4s_en_0ef70a059f461549,v4s_en_0ef70a059f461549,train,okja_original_scripts,project-owned original text
v4s_en_76c405368e40a5f7,v4s_en_76c405368e40a5f7,en,negative,ordinary_negative,,"This weekend, do you want some coffee?",this weekend do you want some coffee,v4s_en_76c405368e40a5f7,v4s_en_76c405368e40a5f7,train,okja_original_scripts,project-owned original text
v4s_en_d906dd491a73581a,v4s_en_d906dd491a73581a,en,negative,ordinary_negative,,"Right now, what should we eat?",right now what should we eat,v4s_en_d906dd491a73581a,v4s_en_d906dd491a73581a,train,okja_original_scripts,project-owned original text
v4s_en_ac0bded2ef0514b7,v4s_en_ac0bded2ef0514b7,en,negative,ordinary_negative,,"Tomorrow, I think it is raining.",tomorrow i think it is raining,v4s_en_ac0bded2ef0514b7,v4s_en_ac0bded2ef0514b7,train,okja_original_scripts,project-owned original text
v4s_en_52b570218a5d2106,v4s_en_52b570218a5d2106,en,negative,ordinary_negative,,"After dinner, wait a second.",after dinner wait a second,v4s_en_52b570218a5d2106,v4s_en_52b570218a5d2106,train,okja_original_scripts,project-owned original text
v4s_en_0ccff58ea00e04e6,v4s_en_0ccff58ea00e04e6,en,negative,ordinary_negative,,"While the TV is on, I put it in the refrigerator.",while the tv is on i put it in the refrigerator,v4s_en_0ccff58ea00e04e6,v4s_en_0ccff58ea00e04e6,train,okja_original_scripts,project-owned original text
v4s_en_e842f1663019d475,v4s_en_e842f1663019d475,en,negative,ordinary_negative,,"After the call, the TV is too loud.",after the call the tv is too loud,v4s_en_e842f1663019d475,v4s_en_e842f1663019d475,train,okja_original_scripts,project-owned original text
v4s_en_9ca979de317b81f2,v4s_en_9ca979de317b81f2,en,negative,ordinary_negative,,"When I get home, do you want some coffee?",when i get home do you want some coffee,v4s_en_9ca979de317b81f2,v4s_en_9ca979de317b81f2,validation,okja_original_scripts,project-owned original text
v4s_en_9c0fff0ba4b56dea,v4s_en_9c0fff0ba4b56dea,en,negative,ordinary_negative,,"Right now, I think it is raining.",right now i think it is raining,v4s_en_9c0fff0ba4b56dea,v4s_en_9c0fff0ba4b56dea,train,okja_original_scripts,project-owned original text
v4s_en_3281716d66410254,v4s_en_3281716d66410254,en,negative,ordinary_negative,,"Earlier, wait a second.",earlier wait a second,v4s_en_3281716d66410254,v4s_en_3281716d66410254,train,okja_original_scripts,project-owned original text
v4s_en_bb44fa53738947c2,v4s_en_bb44fa53738947c2,en,negative,ordinary_negative,,"Before we leave, where did you put the package?",before we leave where did you put the package,v4s_en_bb44fa53738947c2,v4s_en_bb44fa53738947c2,train,okja_original_scripts,project-owned original text
v4s_en_88a4168d0441c6e5,v4s_en_88a4168d0441c6e5,en,negative,ordinary_negative,,"Tomorrow, what time are we leaving?",tomorrow what time are we leaving,v4s_en_88a4168d0441c6e5,v4s_en_88a4168d0441c6e5,train,okja_original_scripts,project-owned original text
v4s_en_3124cb28596a3908,v4s_en_3124cb28596a3908,en,negative,ordinary_negative,,"Today, the TV is too loud.",today the tv is too loud,v4s_en_3124cb28596a3908,v4s_en_3124cb28596a3908,train,okja_original_scripts,project-owned original text
v4s_en_6abb9c70bddc5bda,v4s_en_6abb9c70bddc5bda,en,negative,ordinary_negative,,"Before we leave, let's talk about it later.",before we leave let s talk about it later,v4s_en_6abb9c70bddc5bda,v4s_en_6abb9c70bddc5bda,validation,okja_original_scripts,project-owned original text
v4s_en_85e9a75a3009c914,v4s_en_85e9a75a3009c914,en,negative,ordinary_negative,,"When I get home, where did you put the package?",when i get home where did you put the package,v4s_en_85e9a75a3009c914,v4s_en_85e9a75a3009c914,train,okja_original_scripts,project-owned original text
v4s_en_ba547dbb7bc0dc2d,v4s_en_ba547dbb7bc0dc2d,en,negative,ordinary_negative,,"Tomorrow, let's talk about it later.",tomorrow let s talk about it later,v4s_en_ba547dbb7bc0dc2d,v4s_en_ba547dbb7bc0dc2d,train,okja_original_scripts,project-owned original text
v4s_en_cb2aaf6e75a09cc0,v4s_en_cb2aaf6e75a09cc0,en,negative,ordinary_negative,,"Right now, let's talk about it later.",right now let s talk about it later,v4s_en_cb2aaf6e75a09cc0,v4s_en_cb2aaf6e75a09cc0,train,okja_original_scripts,project-owned original text
v4s_en_428377cdc7faf4a1,v4s_en_428377cdc7faf4a1,en,negative,ordinary_negative,,"Right now, I want to stay home today.",right now i want to stay home today,v4s_en_428377cdc7faf4a1,v4s_en_428377cdc7faf4a1,train,okja_original_scripts,project-owned original text
v4s_ko_d5b4a231329fa693,v4s_ko_d5b4a231329fa693,ko,hard_negative,hard_phonetic_negative,,옥상에 올라갔어.,옥상에 올라갔어,v4s_ko_d5b4a231329fa693,v4s_ko_d5b4a231329fa693,train,okja_original_scripts,project-owned original text
v4s_ko_e87e22f8aba22f6b,v4s_ko_e87e22f8aba22f6b,ko,hard_negative,hard_phonetic_negative,,옥수수 좀 사 와.,옥수수 좀 사 와,v4s_ko_e87e22f8aba22f6b,v4s_ko_e87e22f8aba22f6b,train,okja_original_scripts,project-owned original text
v4s_ko_dd069d9cacf1fb46,v4s_ko_dd069d9cacf1fb46,ko,hard_negative,hard_phonetic_negative,,독자가 편지를 보냈어.,독자가 편지를 보냈어,v4s_ko_dd069d9cacf1fb46,v4s_ko_dd069d9cacf1fb46,train,okja_original_scripts,project-owned original text
v4s_ko_61099ae62164e9f8,v4s_ko_61099ae62164e9f8,ko,hard_negative,hard_phonetic_negative,,목자가 양을 돌봤다.,목자가 양을 돌봤다,v4s_ko_61099ae62164e9f8,v4s_ko_61099ae62164e9f8,train,okja_original_scripts,project-owned original text
v4s_ko_e475540e44222e59,v4s_ko_e475540e44222e59,ko,hard_negative,hard_phonetic_negative,,옥 장판을 새로 깔았어.,옥 장판을 새로 깔았어,v4s_ko_e475540e44222e59,v4s_ko_e475540e44222e59,validation,okja_original_scripts,project-owned original text
v4s_ko_3f5321a7ebed4eac,v4s_ko_3f5321a7ebed4eac,ko,hard_negative,hard_phonetic_negative,,그 글을 읽는 독자들이 많아.,그 글을 읽는 독자들이 많아,v4s_ko_3f5321a7ebed4eac,v4s_ko_3f5321a7ebed4eac,train,okja_original_scripts,project-owned original text
v4s_en_b59f51c4efbe9ccd,v4s_en_b59f51c4efbe9ccd,en,hard_negative,hard_phonetic_negative,,"Okay, John, let's go.",okay john let s go,v4s_en_b59f51c4efbe9ccd,v4s_en_b59f51c4efbe9ccd,train,okja_original_scripts,project-owned original text
v4s_en_8609db40a969706b,v4s_en_8609db40a969706b,en,hard_negative,hard_phonetic_negative,,"Hey, gotcha.",hey gotcha,v4s_en_8609db40a969706b,v4s_en_8609db40a969706b,train,okja_original_scripts,project-owned original text
v4s_en_397ede50fd1dd473,v4s_en_397ede50fd1dd473,en,hard_negative,hard_phonetic_negative,,"Okay, got it.",okay got it,v4s_en_397ede50fd1dd473,v4s_en_397ede50fd1dd473,train,okja_original_scripts,project-owned original text
v4s_en_2dca020df7aa365e,v4s_en_2dca020df7aa365e,en,hard_negative,hard_phonetic_negative,,"Hey, Roger.",hey roger,v4s_en_2dca020df7aa365e,v4s_en_2dca020df7aa365e,train,okja_original_scripts,project-owned original text
v4s_en_30c46dd2e99b5e50,v4s_en_30c46dd2e99b5e50,en,hard_negative,hard_phonetic_negative,,The object is over there.,the object is over there,v4s_en_30c46dd2e99b5e50,v4s_en_30c46dd2e99b5e50,train,okja_original_scripts,project-owned original text
v4s_en_ffc1d5dc7da365df,v4s_en_ffc1d5dc7da365df,en,hard_negative,hard_phonetic_negative,,"Okay, Jack, your turn.",okay jack your turn,v4s_en_ffc1d5dc7da365df,v4s_en_ffc1d5dc7da365df,train,okja_original_scripts,project-owned original text
v4s_ko_aae2dc4543cc0f00,v4s_ko_aae2dc4543cc0f00,ko,mention_context,mention_context,옥자,어제 옥자라는 영화를 봤어.,어제 옥자라는 영화를 봤어,v4s_ko_aae2dc4543cc0f00,v4s_ko_aae2dc4543cc0f00,train,okja_original_scripts,project-owned original text
